dimension_type,dimension_value,trade_count,cumulative_return_5bp,cumulative_return_10bp,cumulative_return_10bp_impact,mean_trade_return_5bp,mean_trade_return_10bp,mean_trade_return_10bp_impact,decay_5bp_to_10bp_sum,decay_10bp_to_impact_sum,decay_5bp_to_10bp_contribution,decay_10bp_to_impact_contribution,avg_participation
stock,605179.SH,2,0.05025134697572042,0.048152415855789554,0.0477742826541494,0.02485464664078374,0.02383004660686705,0.02364556347876634,0.002049200067833379,0.00036896625620141954,0.0035303358513152183,0.003465423868575628,0.005296042058773697
stock,001216.SZ,2,-0.006202575349548267,-0.008188683101290506,-0.008554491337689152,-0.0029257838932634783,-0.003922610398357784,-0.004106222157121531,0.001993653010188612,0.00036722351752749294,0.003434640085871617,0.0034490556286734452,0.00528480670381022
stock,688716.SH,2,-0.05915082646438641,-0.06103111694454777,-0.06137983895252219,-0.03001933895690495,-0.0309890786380011,-0.03116906988775553,0.0019394793621922979,0.00035998249950885963,0.0033413104131275947,0.003381046166418286,0.00603081290536242
stock,600191.SH,2,-0.03893550826644976,-0.04085619913323024,-0.04120322448273228,-0.019533848097455175,-0.020514070664417627,-0.020691886197996834,0.001960445133924904,0.00035563106715841286,0.0033774299783959913,0.0033401764194528655,0.0066228517190529005
stock,300402.SZ,1,0.0019319525196372922,0.0009302694849762094,0.0005775815080484303,0.0019319525196372922,0.0009302694849762094,0.0005775815080484303,0.0010016830346610828,0.0003526879769277791,0.00172568681039385,0.003312534175856903,0.030805859744624412
stock,603023.SH,2,-0.0026126875361557333,-0.0046059696916918025,-0.00495388037624056,-0.0013005903310186473,-0.0022990416259153768,-0.002473296157230964,0.001996902589793459,0.00034850906263117487,0.003440238420344065,0.0032732847618392735,0.004550645023698176
stock,301333.SZ,2,0.010765018158489292,0.008745000609681197,0.008394640402428877,0.005446970214307234,0.004441773035214869,0.0042677456681414205,0.0020103943581847306,0.00034805473414689647,0.0034634818675784327,0.0032690175944570816,0.004756084514816242
stock,605188.SH,2,0.033114286574344565,0.03104960393167988,0.03069548202549499,0.016574777083496195,0.015558454862103444,0.015384671068390698,0.002032644442785503,0.0003475675874254902,0.0035018140307448895,0.0032644421899384146,0.00454356384593836
stock,300051.SZ,3,-0.011683974674572717,-0.01464522365764187,-0.014988780318150874,-0.003869621160254096,-0.004865504062566139,-0.004981055800238517,0.00298764870693613,0.000346655213017133,0.005147083248139823,0.0032558729400445365,0.0020046825234962657
stock,688081.SH,2,-0.045912658039039766,-0.0478194050467351,-0.04815379802426145,-0.022937506255020168,-0.023914326009422615,-0.02408571614564531,0.001953639508804894,0.00034278027244538656,0.003365705333873026,0.0032194785236963064,0.004628438237902695
stock,002976.SZ,2,-0.018926769577622737,-0.020887447981125296,-0.021225748889239004,-0.009320673171942961,-0.010311106376491352,-0.010481944366231288,0.001980866409096782,0.00034167597947987183,0.00341261149190486,0.0032091067264485226,0.00445552009091151
stock,688625.SH,2,0.010436761436642517,0.008417399910081835,0.008070983139356835,0.005435588629752353,0.0044304028294169795,0.004259611226490989,0.002010371600670746,0.00034158320585198076,0.0034634426612223687,0.0032082353732039797,0.004305026774008407
stock,300582.SZ,2,-0.0015274654348211847,-0.003522916410656274,-0.003862194756105164,-0.0007379840115412373,-0.0017369977729846942,-0.0019073859341470212,0.0019980275228869138,0.00034077632232465405,0.0034421764407904305,0.003200656920194358,0.005885050578345186
stock,002363.SZ,2,-0.03852747272298174,-0.040448979050273004,-0.040778981785672186,-0.019404174986056844,-0.020384527193914814,-0.020553113786773214,0.0019607044157159415,0.0003371731857167992,0.0033778766657726225,0.003166815355030246,0.004029466236469473
stock,301367.SZ,1,0.00808861224629931,0.007080774081459129,0.006747272052656905,0.00808861224629931,0.007080774081459129,0.006747272052656905,0.0010078381648401802,0.0003335020288022239,0.0017362907904941215,0.003132334926039171,0.019773264157357754
stock,002614.SZ,1,-0.0052236423512908026,-0.006218171568802,-0.006547247878949225,-0.0052236423512908026,-0.006218171568802,-0.006547247878949225,0.0009945292175111975,0.00032907631014722494,0.0017133623050639747,0.0030907674634193336,0.015142704850511217
stock,001360.SZ,2,-0.05632338711957685,-0.05820932824750691,-0.05852826016304147,-0.028564866145544487,-0.029536059938105763,-0.029700368613756856,0.0019423875851225514,0.00032861735130218506,0.0033463206626564005,0.0030864568065243933,0.00472717804385262
stock,603708.SH,1,0.001060646884543992,5.9834939052594294e-05,-0.0002657483294525864,0.001060646884543992,5.9834939052594294e-05,-0.0002657483294525864,0.0010008119454913977,0.0003255832685051807,0.0017241861090354499,0.003057959937861602,0.014176358735519435
stock,300275.SZ,1,-0.00960179588433474,-0.010591948036012155,-0.010911723332499568,-0.00960179588433474,-0.010591948036012155,-0.010911723332499568,0.0009901521516774148,0.0003197752964874123,0.0017058215516357806,0.003003410004039452,0.01532836711565649
stock,688435.SH,1,-0.013702814811651476,-0.014688866963250113,-0.015007940774986461,-0.013702814811651476,-0.014688866963250113,-0.015007940774986461,0.0009860521515986376,0.00031907381173634786,0.0016987581235714793,0.0029968214828429403,0.019190944842936344
stock,688125.SH,3,-0.011027329621512427,-0.013990546082034094,-0.014302720583437734,-0.003138412444149178,-0.004135026373517481,-0.004240598973790181,0.0029898417881049077,0.0003167178008181004,0.005150861460524505,0.002974693235791908,0.0015496454472379987
stock,600403.SH,2,-0.029392356550952625,-0.031332119440992345,-0.031642120270759744,-0.014717907022619936,-0.015702944334194835,-0.015860734362182716,0.001970074623149798,0.00031558005597576155,0.0033940195401348018,0.0029640072501042696,0.004520018703296163
stock,688260.SH,1,0.009315291621403432,0.00830622708194162,0.00799279513979001,0.009315291621403432,0.00830622708194162,0.00799279513979001,0.0010090645394618125,0.00031343194215160963,0.0017384035731168887,0.0029438316248444635,0.022726406414555634
stock,605599.SH,1,0.0060401389843467435,0.005034348783849785,0.0047246713691628806,0.0060401389843467435,0.005034348783849785,0.0047246713691628806,0.0010057902004969588,0.00030967741468690413,0.0017327625835334736,0.0029085681586799306,0.01570457585163834
stock,002344.SZ,1,0.00042694823943412175,-0.0005732301648471161,-0.00087578878723793,0.00042694823943412175,-0.0005732301648471161,-0.00087578878723793,0.0010001784042812378,0.0003025586223908139,0.0017230946522847784,0.0028417066711491135,0.012013152546288671
stock,001316.SZ,2,-0.026278183973066804,-0.02822417054827997,-0.02851741139972952,-0.01315527120939286,-0.014141870768563047,-0.014290409240511281,0.001973199118340374,0.0002970769438964682,0.0033994023807669593,0.002790221368157631,0.003989700405623959
stock,300306.SZ,1,0.014378327179480621,0.013364200862310494,0.013068377517282848,0.014378327179480621,0.013364200862310494,0.013068377517282848,0.0010141263171701276,0.00029582334502764596,0.00174712393946645,0.002778447252317443,0.0120784179205071
stock,002105.SZ,1,0.000768487157970732,-0.0002320327003776379,-0.0005260757537616234,0.000768487157970732,-0.0002320327003776379,-0.0005260757537616234,0.0010005198583483699,0.0002940430533839855,0.001723682905015049,0.0027617263054794242,0.018053205651319827
stock,300947.SZ,1,0.016294499730431067,0.015278457716760174,0.014984950041377454,0.016294499730431067,0.015278457716760174,0.014984950041377454,0.0010160420136708925,0.0002935076753827204,0.001750424277067961,0.0027566979006507677,0.014658805573812076
